Model,Accuracy,Time
TensorFlow,0.609863817691803,21.124639749526978
RandomForest,0.701509017298491,0.42639970779418945
XGBoost,0.6753772543246227,1.4200115203857422
LightGBM,0.6687523003312477,8.572913408279419
